concentration_ppb,V_-0.0016,V_-0.0118,V_-0.0220,V_-0.0322,V_-0.0424,V_-0.0526,V_-0.0629,V_-0.0731,V_-0.0833,V_-0.0935,V_-0.1037,V_-0.1139,V_-0.1241,V_-0.1343,V_-0.1445,V_-0.1547,V_-0.1649,V_-0.1751,V_-0.1853,V_-0.1956,V_-0.2058,V_-0.2160,V_-0.2262,V_-0.2364,V_-0.2466,V_-0.2568,V_-0.2670,V_-0.2772,V_-0.2874,V_-0.2976,V_-0.3078,V_-0.3180,V_-0.3283,V_-0.3385,V_-0.3487,V_-0.3589,V_-0.3691,V_-0.3793,V_-0.3895,V_-0.3997,V_-0.4099,V_-0.4201,V_-0.4303,V_-0.4405,V_-0.4507,V_-0.4610,V_-0.4712,V_-0.4814,V_-0.4916,V_-0.5018,V_-0.5120,V_-0.5222,V_-0.5324,V_-0.5426,V_-0.5528,V_-0.5630,V_-0.5732,V_-0.5834,V_-0.5937,V_-0.6039,V_-0.6141,V_-0.6243,V_-0.6345,V_-0.6447,V_-0.6549,V_-0.6651,V_-0.6753,V_-0.6855,V_-0.6957,V_-0.7059,V_-0.7161,V_-0.7263,V_-0.7366,V_-0.7468,V_-0.7570,V_-0.7672,V_-0.7774,V_-0.7876,V_-0.7978,V_-0.8080,V_-0.8182,V_-0.8284,V_-0.8386,V_-0.8488,V_-0.8590,V_-0.8693,V_-0.8795,V_-0.8897,V_-0.8999,dataset
5.0,3.389,3.372,3.205,2.899,2.894,2.859,2.505,2.392,2.364,2.103,1.967,1.958,1.77,1.611,1.823,1.863,1.756,1.959,2.043,1.94,1.898,1.927,1.718,1.374,1.405,1.295,1.08,1.075,1.052,1.029,1.023,1.09,1.129,1.044,1.051,0.996,0.868,0.746,0.622,0.526,0.363,0.268,0.139,0.071,0,-0.062,-0.072,-0.069,-0.108,-0.084,0.02,0.035,0.199,0.334,0.476,0.672,0.832,0.902,1.182,1.322,1.191,1.357,1.473,1.34,1.228,1.452,1.529,1.41,1.879,2.327,2.677,3.356,4.322,5.349,6.579,8.369,10.279,12.599,15.469,15.959,13.199,10.079,6.549,2.404,-2.615,-4.071,-4.953,-5.324,-5.359,lab
5.0,3.927,3.866,3.639,3.243,3.219,3.168,2.821,2.666,2.674,2.347,2.037,1.979,1.745,1.42,1.546,1.492,1.489,1.417,1.501,1.554,1.43,1.505,1.362,1.267,1.243,1.243,1.015,0.956,1.078,1.047,0.921,1.064,1.162,1.015,1.05,1.166,1.022,0.833,0.875,0.714,0.382,0.343,0.326,0.112,0,0.105,-0.024,-0.129,0.056,0.119,0.084,0.277,0.518,0.648,0.858,1.215,1.477,1.698,2.135,2.527,2.559,2.835,3.014,2.989,2.818,2.828,2.643,2.205,2.142,2.307,2.006,2.181,2.741,3.133,3.567,4.607,5.637,6.847,8.727,11.057,13.577,10.857,8.537,5.677,2.328,-1.396,-5.211,-6.037,-6.163,lab
5.0,4.58,4.54,4.305,3.903,3.873,3.814,3.416,3.271,3.245,2.953,2.631,2.625,2.527,2.51,2.412,2.477,2.34,2.401,2.618,2.532,2.429,2.533,2.357,1.967,2.039,1.933,1.841,1.673,1.718,1.585,1.465,1.611,1.595,1.483,1.384,1.342,1.096,0.952,0.82,0.707,0.49,0.414,0.305,0.133,0,0.018,-0.002,-0.105,-0.13,-0.05,-0.071,-0.021,0.205,0.247,0.233,0.56,0.9,0.868,1.117,1.362,1.159,1.313,1.498,1.397,1.32,1.628,1.74,1.628,2.055,2.517,2.706,3.238,4.197,4.976,6.036,7.666,9.426,11.466,14.456,11.646,8.996,6.056,2.636,-1.396,-5.778,-4.56,-5.449,-5.785,-5.848,lab
5.0,4.344,4.344,4.14,3.786,3.763,3.676,3.308,3.137,3.084,2.768,2.578,2.587,2.375,2.166,2.4,2.401,2.237,2.414,2.569,2.425,2.34,2.425,2.186,1.824,1.922,1.794,1.521,1.556,1.582,1.48,1.385,1.512,1.502,1.361,1.36,1.295,1.058,0.863,0.788,0.595,0.475,0.29,0.178,0.047,0,-0.105,-0.138,-0.218,-0.231,-0.124,-0.041,-0.006,0.123,0.108,0.186,0.417,0.606,0.536,0.68,0.792,0.62,0.753,1.044,0.946,1.023,1.401,1.737,1.828,2.444,3.088,3.592,4.523,5.726,6.956,8.446,10.606,12.996,15.816,19.486,18.506,15.166,11.376,7.006,1.758,-4.241,-5.137,-4.29,-4.962,-4.969,lab
5.0,3.561,3.53,3.351,3.013,2.987,2.929,2.529,2.516,2.362,2.009,1.89,1.893,1.732,1.564,1.765,1.802,1.679,1.872,1.965,1.83,1.732,1.786,1.593,1.33,1.395,1.281,1.092,1.151,1.197,1.137,1.107,1.208,1.123,1.041,1.036,0.944,0.843,0.752,0.614,0.458,0.31,0.216,0.136,0.102,0,-0.04,-0.082,-0.068,-0.054,-0.019,-0.014,-0.018,0.037,0.171,0.147,0.437,0.472,0.451,0.574,0.773,0.56,0.798,1.141,1.183,1.176,1.659,1.967,2.114,2.688,3.479,3.92,4.795,6.095,7.305,8.985,11.125,13.635,14.595,12.755,9.945,6.605,2.842,-1.533,-5.138,-5.432,-5.271,-5.3165,-5.229,-5.334,lab
5.0,4.45,4.315,4.0,3.583,3.547,3.477,3.13,2.98,2.966,2.686,2.431,2.367,2.113,1.793,1.945,1.86,1.669,1.84,1.947,1.857,1.875,2.036,1.924,1.621,1.724,1.579,1.329,1.292,1.347,1.176,1.11,1.207,1.236,1.237,1.257,1.249,1.085,0.969,0.919,0.744,0.542,0.434,0.225,0.132,0,-0.126,-0.225,-0.355,-0.401,-0.493,-0.598,-0.37,-0.296,-0.426,-0.396,-0.26,-0.26,-0.189,-0.144,-0.092,-0.162,-0.046,0.181,0.202,0.262,0.654,0.899,1.06,1.501,2.012,2.229,2.782,3.692,4.315,5.251,6.531,8.041,9.751,12.151,15.021,15.981,14.111,11.041,7.551,3.461,-1.425,-4.393,-5.079,-5.52,lab
5.0,4.351,4.326,4.104,3.754,3.738,3.658,3.309,3.15,3.117,2.811,2.578,2.675,2.497,2.297,2.495,2.573,2.451,2.693,2.855,2.763,2.701,2.788,2.594,2.235,2.322,2.158,1.859,1.842,1.782,1.733,1.693,1.749,1.712,1.529,1.541,1.487,1.318,1.199,0.996,0.832,0.632,0.474,0.371,0.227,0,-0.061,-0.138,-0.129,-0.117,-0.175,-0.219,-0.236,-0.191,-0.306,-0.373,-0.163,-0.138,-0.264,-0.124,-0.012,-0.152,-0.082,0.17,0.191,0.226,0.604,0.87,0.975,1.409,1.892,2.291,2.928,3.901,4.846,6.033,7.723,9.713,12.023,13.533,11.263,8.623,5.593,2.032,-1.916,-5.521,-4.226,-5.164,-5.416,-5.381,lab
5.0,4.428,4.415,4.197,3.815,3.771,3.661,3.274,3.099,3.038,2.763,2.508,2.581,2.389,2.201,2.455,2.502,2.34,2.543,2.631,2.481,2.321,2.399,2.158,1.776,1.866,1.748,1.473,1.529,1.565,1.452,1.355,1.439,1.363,1.174,1.146,1.084,0.87,0.632,0.528,0.359,0.135,0.047,-0.005,0.027,0,0.065,-0.054,-0.142,-0.096,-0.124,-0.191,-0.289,-0.255,-0.226,-0.194,-0.081,0.051,0.044,0.254,0.513,0.45,0.681,1.017,1.227,1.472,2.186,2.606,2.998,3.873,4.867,5.766,6.916,8.706,10.386,12.556,15.396,18.716,17.016,13.846,10.226,6.006,1.227,-4.793,-5.311,-4.73,-5.416,-5.339,-3.883,-4.842,lab
5.0,4.614,4.558,4.309,3.931,3.872,3.783,3.387,3.195,3.172,2.78,2.575,2.594,2.405,2.158,2.355,2.403,2.403,2.385,2.47,2.304,2.19,2.265,2.097,1.751,1.866,1.823,1.587,1.612,1.75,1.645,1.558,1.711,1.685,1.457,1.517,1.428,1.188,1.054,0.935,0.746,0.546,0.469,0.354,0.205,0,-0.042,-0.07,-0.244,-0.283,-0.187,-0.111,-0.111,-0.078,-0.006,-0.083,0.164,0.298,0.267,0.505,0.641,0.606,0.771,1.191,1.282,1.411,2.08,2.465,2.801,3.543,4.355,4.88,5.82,7.3,8.55,10.17,12.52,15.22,18.32,15.64,12.56,9.06,4.985,0.302,-3.569,-4.759,-5.2,-5.249,-3.919,-4.78,lab
5.0,4.078,3.976,3.719,3.381,3.325,3.238,2.895,2.751,2.685,2.389,2.146,2.185,1.946,1.744,1.902,1.907,1.969,1.978,2.091,2.03,2.049,2.106,1.931,1.603,1.659,1.445,1.202,1.211,1.115,0.979,0.94,1.002,0.972,0.85,0.978,0.903,0.837,0.799,0.699,0.573,0.474,0.314,0.235,0.091,0,-0.08,-0.205,-0.236,-0.385,-0.423,-0.486,-0.606,-0.39,-0.572,-0.638,-0.357,-0.378,-0.479,-0.451,-0.332,-0.577,-0.367,-0.164,-0.241,-0.178,0.06,0.326,0.312,0.746,1.257,1.474,2.174,2.986,3.826,4.82,6.389,8.079,10.079,12.759,15.909,15.149,12.419,9.239,5.529,1.25,-4.0,-5.519,-5.477,-4.889,lab
5.0,4.42,4.399,4.199,3.835,3.802,3.736,3.37,3.167,3.127,2.862,2.582,2.576,2.4,2.198,2.418,2.441,2.487,2.5,2.588,2.426,2.303,2.337,2.104,1.699,1.771,1.655,1.574,1.42,1.452,1.358,1.286,1.42,1.399,1.325,1.256,1.224,1.052,0.853,0.893,0.697,0.498,0.383,0.222,0.094,0,-0.115,-0.164,-0.071,0.033,-0.036,-0.198,-0.067,0.048,-0.113,-0.2,-0.074,-0.071,-0.151,-0.011,0.115,-0.053,0.059,0.255,0.241,0.339,0.605,0.85,0.976,1.466,1.956,2.215,2.887,3.846,4.763,5.898,7.528,9.308,11.508,14.328,17.688,17.528,14.538,11.078,7.218,2.369,-3.21,-5.52,-5.338,-4.449,lab
5.0,4.866,4.82,4.537,4.103,4.022,3.842,3.509,3.299,3.235,2.913,2.633,2.641,2.469,2.213,2.397,2.445,2.222,2.435,2.588,2.397,2.298,2.402,2.178,1.757,1.855,1.744,1.438,1.457,1.493,1.365,1.271,1.407,1.411,1.315,1.206,1.235,0.937,0.778,0.721,0.581,0.31,0.261,0.191,0.101,0,-0.07,-0.193,-0.235,-0.344,-0.312,-0.12,-0.059,0.006,-0.104,-0.083,0.123,0.191,0.265,0.478,0.664,0.555,0.842,1.143,1.318,1.399,1.966,2.291,2.505,3.24,3.912,4.318,5.146,6.306,7.436,8.866,10.846,13.196,15.916,14.536,11.756,8.536,4.996,0.65,-4.516,-5.573,-5.587,-5.608,-4.74,-5.405,lab
5.0,3.924,3.953,3.806,3.495,3.463,3.376,3.033,2.889,2.904,2.55,2.418,2.454,2.289,2.175,2.471,2.476,2.483,2.555,2.72,2.658,2.459,2.471,2.335,2.013,1.988,1.971,1.799,1.773,1.885,1.862,1.901,1.911,1.946,1.766,1.747,1.715,1.46,1.236,1.138,0.926,0.634,0.532,0.439,0.165,0,0.156,-0.033,-0.24,-0.296,-0.271,-0.425,-0.502,-0.446,-0.586,-0.649,-0.509,-0.551,-0.528,-0.544,-0.509,-0.6,-0.586,-0.39,-0.313,-0.222,0.037,0.31,0.457,0.961,1.507,2.088,2.823,3.985,5.116,6.626,8.626,10.846,13.506,16.926,18.586,15.936,12.666,8.796,4.153,-1.321,-5.29,-5.129,-4.604,-5.269,lab
75.0,4.73,4.77,4.56,4.17,4.32,4.44,4.24,4.39,4.91,5.17,5.6,6.74,7.93,8.96,10.9,12.93,14.22,15.55,16.83,16.7,15.72,15.19,13.45,11.01,9.5,8.11,6.54,5.48,4.93,4.28,3.602,3.456,3.322,2.76,2.676,2.662,2.249,1.846,1.761,1.489,0.938,0.77,0.646,0.158,0,0.07,-0.066,-0.226,-0.052,0.002,-0.208,0.042,0.245,0.156,0.221,0.579,0.618,0.557,0.802,1.073,0.873,0.989,1.076,0.779,0.471,0.464,0.282,0.03,0.212,0.541,0.842,1.458,2.557,3.66,5.2,7.24,9.7,12.55,16.24,16.28,13.21,9.9,5.85,0.947,-4.604,-6.683,-6.137,-6.648,-6.725,lab
75.0,4.293,4.293,4.073,3.683,3.813,3.933,3.723,3.843,4.323,4.523,4.873,5.933,6.983,7.963,9.773,11.833,13.143,14.613,16.123,16.193,15.443,15.183,13.553,11.103,9.503,8.093,6.463,5.313,4.733,4.023,3.343,3.234,3.043,2.567,2.446,2.499,2.031,1.716,1.678,1.368,0.887,0.705,0.574,0.159,0,0.084,-0.144,-0.298,-0.065,0.012,-0.221,0.015,0.273,0.117,0.234,0.574,0.7,0.614,0.948,1.078,0.903,1.118,1.139,0.974,0.67,0.677,0.446,0.145,0.306,0.544,0.768,1.342,2.315,3.403,4.863,6.883,9.263,12.013,15.653,17.033,14.133,10.843,6.823,2.063,-3.46,-6.512,-7.128,-7.198,-7.149,lab
75.0,4.186,4.182,3.983,3.633,3.748,3.846,3.689,3.832,4.256,4.469,4.809,5.709,6.689,7.559,9.189,11.039,12.289,13.759,15.279,15.649,15.249,15.229,13.909,11.779,10.299,8.989,7.939,6.599,5.839,4.869,3.888,3.703,3.416,2.816,2.642,2.67,2.281,1.833,1.807,1.528,1.02,0.787,0.679,0.318,0,0.027,-0.049,-0.214,-0.18,-0.124,-0.059,-0.143,0.012,0.096,0.137,0.271,0.401,0.635,0.856,0.996,1.029,1.134,1.246,1.162,0.924,0.819,0.644,0.42,0.42,0.553,0.679,1.106,1.876,2.674,3.738,5.299,7.089,9.239,12.029,15.319,18.899,15.469,12.299,8.589,4.214,-0.924,-6.111,-5.992,-5.446,lab
7.0,4.684,4.63,4.352,3.976,3.944,3.9,3.494,3.335,3.325,3.013,2.752,2.76,2.614,2.36,2.603,2.663,2.465,2.667,2.753,2.555,2.407,2.393,2.126,1.699,1.772,1.647,1.324,1.381,1.42,1.345,1.278,1.451,1.432,1.346,1.262,1.237,1.009,0.818,0.824,0.61,0.481,0.39,0.283,0.198,0,-0.044,-0.106,-0.29,-0.293,-0.314,-0.371,-0.381,-0.272,0.175,0.215,0.469,0.588,0.53,0.787,1.092,0.98,1.282,1.855,2.03,2.327,3.227,3.843,4.387,5.551,6.721,7.661,9.101,11.111,12.921,15.211,18.451,22.141,24.431,20.651,16.471,11.421,5.771,-0.73,-5.182,-4.734,-5.112,-5.294,-3.964,-4.797,lab
7.0,4.932,4.836,4.523,4.111,4.041,3.949,3.557,3.364,3.315,2.82,2.588,2.597,2.414,2.158,2.391,2.418,2.429,2.41,2.496,2.305,2.159,2.196,1.884,1.5,1.654,1.503,1.167,1.15,1.236,1.219,1.287,1.352,1.342,1.289,1.248,1.214,0.955,0.859,0.786,0.676,0.429,0.375,0.31,0.111,0,0.033,-0.022,-0.19,-0.223,-0.187,-0.265,-0.276,-0.095,-0.052,-0.074,0.279,0.523,0.97,1.212,1.49,1.35,1.717,2.312,2.566,2.93,3.9,4.642,5.349,6.649,8.129,9.269,11.009,13.239,15.269,17.939,21.469,25.539,30.269,28.289,23.089,17.419,10.899,3.499,-5.832,-3.711,-4.502,-4.88,-5.055,-3.816,lab
7.0,3.942,3.933,3.765,3.447,3.475,3.426,3.114,3.058,2.989,2.684,2.543,2.62,2.455,2.286,2.54,2.582,2.629,2.664,2.727,2.566,2.404,2.411,2.159,1.793,1.834,1.697,1.444,1.487,1.57,1.503,1.547,1.692,1.695,1.587,1.613,1.509,1.362,1.131,1.012,0.813,0.612,0.457,0.321,0.156,0,-0.108,0.143,-0.032,-0.006,-0.06,-0.087,-0.017,0.05,-0.052,-0.013,0.109,0.172,0.197,0.295,0.463,0.379,0.561,0.883,0.925,1.135,1.639,2.115,2.507,3.284,4.257,5.013,6.282,8.022,9.682,11.752,14.502,17.692,21.522,26.252,31.392,24.972,19.912,14.242,7.502,-0.209,-4.787,-3.94,-4.486,-4.633,lab
7.0,5.044,4.976,4.68,4.2,4.169,4.106,3.712,3.556,3.525,3.233,2.954,2.965,2.776,2.541,2.798,2.843,2.823,2.78,2.871,2.618,2.429,2.475,2.194,1.748,1.806,1.679,1.406,1.418,1.529,1.459,1.518,1.519,1.562,1.485,1.415,1.443,1.169,0.968,0.924,0.729,0.471,0.413,0.31,0.164,0,0.007,-0.08,-0.237,-0.247,-0.226,-0.278,-0.294,-0.112,-0.017,0.457,0.765,0.821,0.735,1.014,1.297,1.224,1.54,2.034,2.249,2.527,3.39,4.053,4.624,5.728,6.938,7.848,9.248,11.138,12.758,14.888,17.828,21.238,25.158,25.178,21.078,16.188,10.728,4.4,-2.866,-5.092,-3.79,-4.63,-5.05,-5.078,lab
11.3,4.792,4.832,4.582,4.082,4.182,4.222,3.812,3.732,3.912,3.662,3.442,3.702,3.782,3.602,4.022,4.472,4.472,4.652,5.142,5.002,4.642,4.652,4.362,3.562,3.372,3.282,2.842,2.622,2.822,2.752,2.552,2.842,3.022,2.682,2.702,2.822,2.412,1.952,1.892,1.552,0.942,0.802,0.672,0.161,0,0.196,0.035,-0.08,0.301,0.448,0.42,0.623,0.922,0.792,0.862,1.222,1.262,1.262,1.502,1.772,1.572,1.862,2.182,1.992,1.872,2.032,1.762,1.302,1.202,1.092,0.692,0.742,1.212,1.472,2.032,3.082,4.162,5.422,7.232,9.432,11.822,10.942,8.092,4.872,1.142,-3.006,-7.717,-8.907,-9.446,unseen
4.3,4.825,4.745,4.395,3.885,3.905,3.865,3.425,3.275,3.335,2.965,2.615,2.655,2.525,2.135,2.225,2.375,2.165,2.255,2.385,2.565,2.575,2.585,2.575,2.165,2.185,2.075,2.025,1.905,2.185,2.205,2.065,2.365,2.525,2.285,2.375,2.495,2.105,1.775,1.695,1.325,0.795,0.655,0.575,0.155,0,0.215,0.045,-0.056,0.255,0.315,0.115,0.505,0.835,0.815,0.955,1.355,1.455,1.515,1.845,2.105,2.025,2.255,2.545,2.435,2.235,2.325,2.075,1.535,1.585,1.575,1.245,1.445,2.005,2.495,3.135,4.295,5.575,7.025,9.095,11.575,14.205,13.255,10.105,6.635,2.545,-1.89,-7.119,-9.961,-10.556,unseen
8.9,4.69,4.67,4.37,3.86,3.89,3.92,3.51,3.35,3.51,3.25,2.93,3.08,3.05,2.97,2.88,2.86,2.92,2.88,3.13,2.99,2.664,2.636,2.489,1.936,1.792,1.813,1.505,1.323,1.544,1.568,1.453,1.663,1.953,1.782,1.848,2.1,1.88,1.582,1.53,1.285,0.767,0.609,0.511,0.144,0,0.175,0.088,0.049,0.28,0.504,0.476,0.777,1.25,1.407,1.677,2.3,2.643,2.94,3.64,4.33,4.63,5.26,6.0,6.15,5.99,6.09,5.59,4.6,4.11,3.53,2.825,2.636,2.87,3.17,3.73,4.82,6.12,7.71,9.9,12.53,15.51,15.84,12.91,9.36,5.39,0.844,-4.56,-7.542,-7.577,unseen
10.0,2.378,2.538,2.428,2.118,2.218,2.038,1.928,1.878,2.008,1.828,1.658,1.848,1.878,1.708,1.898,2.188,2.048,2.088,2.288,2.128,1.808,1.858,1.648,1.155,1.064,1.036,0.763,0.602,0.735,0.651,0.469,0.567,0.402,0.294,0.28,0.378,0.168,-0.035,0.042,-0.042,-0.294,-0.182,-0.063,-0.154,0,0.42,0.595,0.77,1.372,1.958,2.268,3.158,4.048,4.668,5.468,6.638,7.368,7.868,8.838,9.558,9.418,9.748,10.098,9.558,9.018,8.968,8.448,7.828,8.198,8.738,9.208,10.868,13.388,16.158,19.788,16.788,12.768,8.358,3.498,-2.233,-7.602,-8.344,-8.575,-8.589,-8.4788,-8.281,-8.47,-7.049,-7.994,unseen
14.0,3.99,4.11,3.9,3.37,3.41,3.17,3.02,2.87,3.15,2.93,2.68,3.01,3.16,2.94,3.19,3.59,3.39,3.39,3.78,3.63,3.26,3.32,3.15,2.5,2.42,2.48,2.06,1.79,2.01,1.93,1.58,1.69,1.5,1.41,1.32,1.43,1.08,0.72,0.84,0.62,0.15,0.21,0.1,0.04,0,0.44,0.5,0.56,1.07,1.53,1.71,2.33,3.26,3.69,4.3,5.38,6.08,6.39,7.31,8.02,7.95,8.32,8.95,8.63,8.23,8.51,8.25,7.72,8.07,8.7,8.89,10.19,12.37,14.54,17.4,21.53,20.44,15.86,11.03,5.34,-1.118,-8.132,-10.218,-9.336,-9.91,-10.056999,-10.253,-9.476,-9.924,unseen
14.0,5.8,5.97,5.7,4.97,5.08,5.16,4.57,4.35,4.72,4.44,4.1,4.45,4.6,4.24,4.58,5.1,4.9,4.9,5.46,5.35,4.93,5.07,4.6,4.26,4.14,4.31,3.8,3.47,3.75,3.67,3.53,3.33,3.36,2.73,2.55,2.7,2.13,1.53,1.54,1.22,0.57,0.53,0.32,0.17,0,0.44,0.38,0.26,0.82,1.23,1.15,1.8,2.55,2.79,3.18,4.24,4.76,4.88,5.72,6.37,6.14,6.43,7.07,6.75,6.29,6.72,6.57,6.01,6.54,7.23,7.54,8.89,11.2,13.32,16.12,20.23,17.29,12.52,7.77,2.28,-4.174,-11.468,-10.551,-11.454,-11.852997,-11.888,-11.741,-11.405,-11.818,unseen
14.0,3.001,3.082,2.901,2.628,2.712,2.737,2.462,2.361,2.541,2.373,2.219,2.418,2.604,2.45,2.723,3.038,2.961,3.073,3.353,3.293,3.055,3.059,2.905,2.38,2.24,2.156,1.785,1.603,1.729,1.61,1.428,1.575,1.638,1.316,1.302,1.379,1.127,0.868,0.7,0.742,0.301,0.28,0.294,0.091,0,0.336,0.378,0.455,0.868,1.218,1.4,2.023,2.744,3.193,3.853,4.643,5.623,6.023,6.883,7.553,7.613,7.973,8.473,8.143,7.753,7.823,7.593,7.103,7.533,8.473,9.313,11.183,14.213,17.433,21.283,26.413,23.893,18.973,13.833,7.733,0.714,-6.79,-6.356,-6.951,-6.909,-7.182,-6.377,-6.937,-7.147,unseen
14.0,3.474,3.551,3.374,3.031,3.031,2.839,2.706,2.587,2.671,2.51,2.307,2.498,2.629,2.489,2.72,2.979,2.909,2.968,3.178,3.052,2.797,2.72,2.52,2.006,1.862,1.764,1.463,1.274,1.309,1.229,1.04,1.064,1.089,0.851,0.767,0.774,0.599,0.399,0.389,0.263,-0.014,0.042,0.006,-0.007,0,0.259,0.343,0.469,0.868,1.243,1.498,2.114,2.884,3.455,4.081,5.151,5.851,6.311,7.161,7.881,7.791,8.141,8.581,8.121,7.561,7.671,7.491,7.211,7.951,9.351,10.711,13.161,16.821,20.491,24.971,24.491,19.971,14.621,9.031,2.146,-5.61,-6.31,-6.401,-6.2558,-6.1,-6.212,-6.548,-5.526,-6.03,unseen
5.4,3.39,3.34,3.14,2.76,2.71,2.62,2.22,2.12,2.12,1.83,1.59,1.65,1.57,1.24,1.3,1.19,1.12,1.11,1.21,1.07,0.87,0.94,0.82,0.53,0.57,0.61,0.48,0.38,0.55,0.46,0.31,0.43,0.46,0.24,0.22,0.21,0.24,0.14,0.27,0.21,0.02,0.13,0.2,-0.01,0,0.03,0.1,0.03,0.21,0.25,0.17,0.32,0.53,0.43,0.52,0.72,0.7,0.78,0.83,0.85,0.82,0.75,0.84,0.71,0.65,0.71,0.71,0.54,0.72,0.88,0.88,1.16,1.62,1.99,2.44,3.3,4.07,4.88,6.19,7.66,9.08,10.92,13.14,11.99,8.66,5.07,1.17,-3.312,-8.107,unseen
2.8,3.706,3.686,3.456,3.026,2.986,2.916,2.536,2.376,2.396,2.106,1.856,1.886,1.776,1.436,1.456,1.486,1.236,1.136,1.246,1.086,0.876,0.956,0.906,0.766,0.636,0.591,0.626,0.525,0.656,0.626,0.616,0.556,0.626,0.395,0.406,0.525,0.395,0.217,0.364,0.304,0.27,0.192,0.22,0.031,0,0.178,0.108,0.014,0.136,0.206,0.024,0.143,0.29,0.234,0.147,0.367,0.29,0.192,0.29,0.325,0.223,0.154,0.122,0.129,0.091,0.22,0.185,0.136,0.367,0.57,0.636,0.926,1.446,1.806,2.306,3.146,3.916,4.766,5.996,7.456,8.856,10.646,12.896,10.386,7.186,3.966,0.112,-3.983,-8.568,unseen
8.1,2.038,2.018,1.858,1.519,1.531,1.508,1.253,1.141,1.178,0.999,0.824,0.875,0.829,0.637,0.716,0.812,0.674,0.651,0.765,0.595,0.401,0.425,0.287,-0.06,-0.072,-0.161,-0.217,-0.298,-0.214,-0.291,-0.441,-0.263,-0.207,-0.357,-0.305,-0.116,-0.186,-0.245,-0.123,-0.098,-0.098,-0.116,-0.056,-0.084,0,0.189,0.28,0.336,0.658,0.903,0.983,1.456,1.928,2.218,2.648,3.268,3.708,4.118,4.788,5.308,5.508,5.918,6.218,6.168,5.838,5.688,5.118,4.408,4.078,3.888,3.528,3.618,4.018,4.348,4.868,5.928,7.108,8.418,10.278,12.528,14.918,12.758,9.738,6.198,2.358,-2.016,-7.322,-8.379,-8.631,unseen
2.0,2.504,2.454,2.274,1.914,1.884,1.794,1.46,1.292,1.264,1.084,0.762,0.76,0.618,0.361,0.396,0.245,0.135,0.088,0.16,-0.026,-0.133,-0.112,-0.178,-0.435,-0.434,-0.383,-0.472,-0.42,-0.224,-0.224,-0.29,-0.192,-0.091,-0.245,-0.161,-0.059,-0.154,-0.22,-0.091,-0.129,-0.09,-0.112,-0.028,-0.049,0,0.207,0.259,0.364,0.704,0.907,1.005,1.393,1.854,2.074,2.464,2.964,3.264,3.554,3.974,4.374,4.274,4.564,4.744,4.554,4.274,4.384,4.224,3.924,4.104,4.524,4.814,5.594,6.724,7.834,9.354,11.414,13.694,16.224,19.444,14.944,11.114,6.834,1.954,-3.58,-8.83,-8.858,-8.795,-8.627,-8.865,unseen
14.2,2.729,2.669,2.489,2.099,2.079,2.049,1.709,1.589,1.639,1.449,1.249,1.379,1.399,1.179,1.319,1.479,1.399,1.389,1.539,1.369,1.169,1.149,1.009,0.619,0.567,0.542,0.304,0.175,0.231,0.182,0.166,0.122,0.129,-0.077,-0.014,0.101,-0.049,-0.147,0.024,0.003,0.025,-0.004,0.077,-0.063,0,0.241,0.217,0.294,0.514,0.719,0.729,1.039,1.399,1.529,1.729,2.159,2.309,2.489,2.879,3.129,3.029,3.289,3.439,3.229,3.199,3.149,2.909,2.609,2.589,2.619,2.529,2.839,3.339,3.769,4.399,5.559,6.789,8.039,9.939,12.149,14.609,11.259,8.099,4.489,0.406,-4.074,-10.108,-9.338,-9.709,unseen
14.2,2.109,2.072,1.883,1.587,1.575,1.535,1.253,1.183,1.2,1.034,0.906,1.288,1.178,1.121,1.348,1.39,1.409,1.425,1.473,1.027,0.821,0.805,0.787,0.462,0.388,0.315,0.136,0.01,0.028,-0.018,-0.014,-0.046,-0.021,-0.154,-0.102,-0.049,-0.084,-0.112,-0.056,-0.067,-0.165,-0.091,-0.021,-0.021,0,0.175,0.231,0.332,0.609,0.801,0.938,1.309,1.708,1.921,2.324,2.793,3.136,3.332,3.786,4.076,4.196,4.386,4.506,4.276,4.046,3.976,3.696,3.251,3.146,3.255,3.15,3.43,4.046,4.656,5.406,6.676,8.146,9.776,12.016,12.266,9.686,6.876,3.856,0.119,-3.962,-6.678,-6.839,-5.502,-6.335,unseen
14.2,2.258,2.184,1.987,1.696,1.684,1.633,1.386,1.318,1.318,1.164,1.068,1.145,1.136,1.04,1.187,1.546,1.448,1.601,1.651,1.499,1.094,1.035,0.884,0.658,0.574,0.483,0.259,0.161,0.158,0.084,-0.056,-0.003,0.021,-0.022,-0.059,-0.048,-0.024,-0.014,-0.035,-0.024,-0.108,-0.045,0.018,-0.017,0,0.175,0.214,0.242,0.511,0.693,0.76,1.12,1.449,1.628,1.971,2.426,2.786,3.073,3.539,3.95,4.11,4.4,4.73,4.66,4.49,4.45,4.2,3.672,3.5,3.311,3.196,3.189,3.588,3.812,4.34,5.25,6.28,7.4,9.04,10.95,13.11,10.92,8.52,5.39,2.076,-1.627,-6.492,-6.59,-6.709,unseen
